priorite;score;nom;ville;code_postal;adresse;telephone;type_tel;email;site_web;siret;siren;note_ciblage;statut;prochaine_action;notes_appel;source
"Moyenne";"4";"David Cordeuil";"Reims";"";"103";"03 26 02 85 48";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Dominique Services";"Grenoble";"";"33 Rue Condorcet";"04 76 87 99 41";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Serrurerie JFM Tornabene";"Grenoble";"";"";"04 76 27 76 80";"fixe";"jfmtorna@sfr.fr";"";"";"";"tél fixe, nom d'entreprise propre, email";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Asfp";"Amiens";"";"";"03 22 44 92 04";"fixe";"";"http://www.amiens-serrurerie-fermetures-protection.fr/";"";"";"tél fixe, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Point Fort Fichet";"Nancy";"";"";"03 52 69 02 94";"fixe";"";"https://fichet-pointfort-nancy.fr/";"";"";"tél fixe, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Point Fort Fichet";"Annecy";"74000";"45 Avenue de Genève, 74000";"04 50 62 24 72";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Serrurerie Service Clés Papin";"Saint-Nazaire";"";"";"02 40 22 43 97";"fixe";"";"https://www.serrurerie-service-cles.fr/";"";"";"tél fixe, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Moyenne";"4";"Point Fort Fichet";"Versailles";"78000";"17 Boulevard de la République, 78000, Versailles";"01 39 50 63 81";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Basse";"3";"Alain Sécurité";"Nantes";"";"";"02 40 89 60 19";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Basse";"3";"Fontaine Serrurerie";"Grenoble";"";"";"04 76 48 38 85";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Basse";"3";"Point Fort / Fichet";"Besançon";"";"";"03 81 83 30 97";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Basse";"3";"Allo Serrure";"Caen";"";"52 Rue d'Auge";"02 31 78 30 18";"fixe";"";"";"52255474000038";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, adresse (boutique/atelier), ⚠ enseigne urgence/agrégateur";"À appeler";"";"";"openstreetmap"
"Basse";"3";"Serrurerie Fichet";"Versailles";"";"";"01 39 50 68 68";"fixe";"";"";"";"";"tél fixe, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Haute";"8";"La Serrure du Monde";"Paris";"";"";"06 51 14 92 01";"mobile";"";"https://www.serruredumonde.com";"83420461200016";"834204612";"mobile direct, SIREN/SIRET vérifiable, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Haute";"7";"Serrurerie de l'Épée de Bois";"Paris";"";"";"06 03 87 28 84";"mobile";"";"";"75300390400020";"753003904";"mobile direct, SIREN/SIRET vérifiable, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Haute";"7";"Comptoir français de sécurité";"Paris";"75018";"78 Rue Lamarck, 75018, Paris";"01 42 62 96 96";"fixe";"";"http://www.serrureriecfs.fr";"32509148600010";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"7";"Clé Flash";"Paris";"";"";"01 47 83 33 18";"fixe";"info@cleflash.fr";"https://www.cleflash.com";"61202603900018";"612026039";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web, email";"À appeler";"";"";"openstreetmap"
"Haute";"7";"Point fort Fichet";"Paris";"75016";"19 Rue Poussin, 75016, Paris";"06 69 55 86 45";"mobile";"";"https://www.serrurerie-paris16.fr/";"";"";"mobile direct, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"7";"Auteuil Sécurité";"Paris";"75016";"144 Boulevard Exelmans, 75016, Paris";"06 31 60 66 21";"mobile";"";"https://serrurerie-paris-16.fr";"";"";"mobile direct, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"7";"My Serrurerie";"Paris";"";"";"+33 6 69 66 59 87;+33 6 95 13 19 80";"fixe";"myserrurerie75@gmail.com";"https://myserrurerie.fr";"97828582300016";"978285823";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web, email";"À appeler";"";"";"openstreetmap"
"Haute";"7";"Serrurerie Auteuil";"Paris";"75016";"2 Rue Chamfort, 75016, Paris";"06 25 19 84 04";"mobile";"";"https://serrureriedauteuil.fr";"";"";"mobile direct, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Abec Boulogne Protection";"Boulogne-Billancourt";"92100";"85 Avenue Jean Baptiste Clément, 92100, Boulogne-Billancourt";"01 46 04 39 06";"fixe";"";"";"38930544200029";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Cordonnerie Raymond";"Paris";"75011";"7 Rue Pétion, 75011, Paris";"07 70 04 17 12";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Picard Serrures";"Paris";"75013";"3 Rue des Gobelins, 75013, Paris";"01 45 20 93 55";"fixe";"serrurerie.as@orange.fr";"https://www.serrurespicard.fr/";"";"";"tél fixe, nom d'entreprise propre, site web, email, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Fichet";"Paris";"75005";"12 Rue du Cardinal Lemoine, 75005, Paris";"06 25 51 52 23";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"MC serrurerie";"Paris";"";"";"06 07 30 70 29";"mobile";"mcserrurerie@msn.com";"";"";"";"mobile direct, nom d'entreprise propre, email";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Heracles";"Paris";"75008";"75 Rue du Rocher, 75008";"06 22 70 64 81";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Au petit perrurier de Paris 8";"Paris";"";"";"07 83 48 45 43";"mobile";"";"https://aupetitserrurier-de-paris-8.fr/";"";"";"mobile direct, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Losserand Sécurité";"Paris";"";"";"01 42 22 91 81";"fixe";"";"https://losserandserrurerie.com/";"78897695900023";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Haute";"6";"EGD Entreprise";"Paris";"";"52 Rue Jean-Pierre Timbaud";"01 40 93 07 07";"fixe";"societeegd@aol.com";"https://www.egd-fr.com/";"";"";"tél fixe, nom d'entreprise propre, site web, email, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Serrurerie Richard Lenoir";"Paris";"75011";"51 Rue Richard Lenoir, 75011, Paris";"06 14 61 42 19";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Clés Rapides";"Paris";"75010";"96 Rue du Faubourg Saint-Denis, 75010, Paris";"01 45 23 06 23";"fixe";"";"";"49247851600015";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Atelier J. de Missolz";"Paris";"";"";"";"";"jdemissolz@gmail.com";"https://www.atelierjdemissolz.com";"80797525500017";"807975255";"SIREN/SIRET vérifiable, nom d'entreprise propre, site web, email";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Serrurerie Nation";"Paris";"";"297 Rue du Faubourg Saint-Antoine";"06 09 56 00 56";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Fer et Clef - Point Fort Fichet";"Maisons-Alfort";"94700";"163 Avenue du Général Leclerc, 94700, Maisons-Alfort";"01 43 68 00 57";"fixe";"feretclef1979@gmail.com";"https://feretclef.fr/";"";"";"tél fixe, nom d'entreprise propre, site web, email, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Serrurerie du Caire";"Paris";"";"7 Rue du Caire";"06 63 49 68 73";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Securypro";"Paris";"";"61 Rue Notre-Dame-de-Nazareth";"07 61 90 52 43";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Leader Protection Services";"Paris";"";"";"01 43 43 66 66";"fixe";"";"https://www.leader-protection-services.com";"42503528400024";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Serrurerie G.P.S";"Paris";"";"";"01 46 69 00 68";"fixe";"paul.gino@orange.fr";"";"42915127700044";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, email";"À appeler";"";"";"openstreetmap"
"Haute";"6";"La Clé Lyonnaise";"Lyon";"";"";"04 78 01 20 20";"fixe";"lyon1@laclelyonnaise.fr";"";"84750756300017";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, email";"À appeler";"";"";"openstreetmap"
"Haute";"6";"PMS Ducrest";"Lyon";"";"";"04 78 85 10 38";"fixe";"";"https://www.pms-securite.fr/";"31069129000012";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Caro Gravure";"Lyon";"69004";"13 Rue du Mail, 69004, Lyon";"09 86 68 18 97";"fixe";"";"";"41247897600043";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Cle & Go";"Nice";"";"";"04 93 92 19 21";"fixe";"";"https://cleandgo.fr/depannage-serrurier-nice/";"82884607100011";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, site web";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Paris Clefs";"Nice";"";"10 Rue de Paris";"04 93 85 03 24";"fixe";"";"";"30679729100037";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Haute";"6";"Point Fort Fichet";"Nice";"";"13 Boulevard de Riquier";"04 93 89 60 26";"fixe";"contact@clefexpress.fr";"https://www.clef-express.com";"";"";"tél fixe, nom d'entreprise propre, site web, email, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Tordjman";"Paris";"";"";"01 45 42 38 75";"fixe";"contact@pasme2.fr";"https://pasme2.fr/";"";"";"tél fixe, nom d'entreprise propre, site web, email";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Fred Serrurerie";"Paris";"";"";"06 16 40 92 85";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Protection Plus";"Paris";"";"4";"+33 1 41 05 42 40;+33 1 41 05 42 45";"fixe";"info@protectionplus.eu";"";"";"";"tél fixe, nom d'entreprise propre, email, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Cordonnerie de la Mairie";"Paris";"";"";"01 47 01 12 71";"fixe";"";"";"33529519200025";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"La Croix Services";"Paris";"75009";"33 Rue de Clichy, 75009, Paris";"01 49 70 03 69";"fixe";"";"https://www.lacroixservices.fr";"";"";"tél fixe, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Serrurerie Plomberie";"Paris";"";"";"06 24 90 49 95";"mobile";"";"";"";"";"mobile direct, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Serrurerie Générale - Maison Bouvet";"Paris";"75017";"20 Rue de Lévis, 75017, Paris";"01 42 67 48 61";"fixe";"";"https://cleservice.com";"";"";"tél fixe, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Serrurerie La Clef à Trèfle";"Paris";"75013";"37 Boulevard Arago, 75013, Paris";"01 47 07 91 89";"fixe";"";"https://www.laclefatrefle-serrurier.fr/";"";"";"tél fixe, nom d'entreprise propre, site web, adresse (boutique/atelier)";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Serrurier Cordonnerie du centre";"Paris";"";"";"01 48 33 33 58";"fixe";"";"";"53500302400010";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
"Moyenne";"5";"Sevyo";"Paris";"";"";"+33 1 43 65 67 81; +33 6 79 04 48 03";"fixe";"";"";"80740265600019";"";"tél fixe, SIREN/SIRET vérifiable, nom d'entreprise propre";"À appeler";"";"";"openstreetmap"
